gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,IsNewCustomer,IsLongTermCustomer,AvgMonthlyCharge,TotalServices
0,0,1,0,45.0,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,63.66,3
1,0,0,1,14.0,1,2,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,49.73,3
1,0,0,0,22.0,1,2,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,78.42,1
1,0,0,1,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100.39,0
0,0,0,0,1.0,1,2,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,67.53,3
1,1,1,0,27.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,60.79,1
0,0,0,1,26.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,33.25,1
1,0,0,1,19.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,32.18,1
0,1,0,1,5.0,1,2,2,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,86.0,3
0,0,1,0,6.0,1,2,1,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,43.07,3
0,0,1,0,19.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,44.03,1
0,0,0,0,27.0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,112.99,2
1,0,1,1,23.0,1,2,2,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,26.39,3
0,0,1,0,14.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,32.18,1
1,0,0,1,4.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,26.43,1
1,0,0,0,27.0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,32.74,1
1,0,1,0,21.0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,32.85,2
1,0,0,0,47.0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,36.22,2
1,0,0,0,42.0,1,2,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,47.18,3
1,0,1,1,31.0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,31.69,1
1,0,0,1,5.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,43.27,1
0,0,0,0,39.0,1,2,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,94.53,2
1,0,1,1,11.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,41.54,1
1,0,0,1,1.0,1,2,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,37.03,3
0,1,0,0,44.0,1,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,93.06,3
0,1,0,1,2.0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,74.61,2
0,0,0,1,1.0,1,2,2,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,91.71,5
0,0,0,0,13.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,41.01,1
1,0,1,1,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.49,1
0,0,0,0,17.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,60.07,1
0,0,1,1,44.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,94.12,1
1,0,1,0,20.0,1,1,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,55.52,3
1,0,0,1,37.0,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,41.58,3
1,0,0,0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,114.145,1
1,0,0,0,21.0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43.03,2
0,0,0,0,21.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100.11,1
0,0,1,0,13.0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,42.92,1
1,1,1,1,1.0,0,0,2,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,27.82,2
1,1,0,0,3.0,1,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,84.89999999999999,3
1,0,1,1,12.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100.51,1
1,0,1,1,11.0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,24.680000000000003,1
0,0,0,0,21.0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,33.260000000000005,1
0,0,0,1,5.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,20.91,1
1,0,1,0,28.0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,21.81,2
0,0,1,1,33.0,1,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,83.05,2
0,0,1,0,31.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.91,1
1,0,0,0,31.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,56.58,0
1,0,0,1,16.0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,50.72,1
0,0,0,1,12.0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,37.29,2
1,0,0,0,30.0,1,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,42.82,3
0,1,0,0,37.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,85.23,1
1,0,1,0,20.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,97.62,1
0,1,1,0,3.0,1,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,44.95000000000001,2
0,1,0,0,17.0,1,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,39.0,4
0,0,1,0,2.0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,39.59,1
0,1,0,1,46.0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,49.15,1
1,1,0,1,18.0,1,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,18.97,3
1,0,0,1,18.0,1,2,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,80.43,3
1,0,0,0,14.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.980000000000004,1
1,0,0,1,34.0,1,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,91.35,2
1,1,1,0,9.0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,47.16,3
0,0,0,1,18.0,1,1,2,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,51.67,3
0,1,0,1,39.0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,18.6,2
1,1,0,0,10.0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,105.51,2
1,0,1,1,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37.74,0
1,0,1,0,36.0,1,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,104.69,2
0,0,1,0,12.0,1,1,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,35.1,2
1,0,0,1,12.0,1,2,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,37.88,1
0,0,1,1,34.0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,73.31,2
0,0,0,1,9.0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,80.55000000000001,3
0,0,0,0,4.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,27.28,1
0,0,0,0,30.0,1,1,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,31.96,3
0,1,0,0,17.0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,25.91,3
0,0,1,1,42.0,1,2,2,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,22.32,4
0,0,0,0,51.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.99,1
0,0,1,0,45.0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,48.43,1
0,0,0,1,28.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,47.84,1
1,0,0,1,19.0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.96,1
1,0,0,0,4.0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,41.27,1
1,0,0,0,52.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,42.14,2
0,1,0,0,47.0,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,78.24000000000001,1
1,0,1,1,17.0,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,114.145,2
0,1,1,0,20.0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,114.145,1
1,0,1,0,13.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,27.09,4
1,0,1,1,46.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19.6,1
1,0,1,0,15.0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,31.22,2
0,0,0,0,33.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,29.61,1
1,0,0,0,24.0,1,2,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,46.18,1
1,0,1,0,9.0,1,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,81.94999999999999,2
0,1,0,0,31.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,59.24,1
1,0,0,1,5.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,49.49,0
1,1,1,1,5.0,1,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,37.13,2
1,0,0,0,25.0,1,2,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,103.63,2
1,0,0,0,33.0,1,2,2,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,23.98,4
1,0,0,0,12.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,35.93,1
1,0,1,1,35.0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,37.09,3
0,1,1,0,18.0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,38.3,2
0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23.05,0
0,0,0,1,33.0,1,2,2,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,77.58999999999999,3
1,1,1,0,18.0,1,2,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,24.36,2
1,0,0,0,24.0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.94,2
1,0,0,0,15.0,1,2,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,44.3,4
1,0,0,0,5.0,1,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,26.71,2
0,0,1,0,15.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27.52,1
1,0,1,0,41.0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,31.62,1
1,0,0,0,5.0,1,1,2,1,0,1,0,0,0,2,1,0,0,0,1,0,1,0,94.38,3
1,0,1,0,43.0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22.02,1
0,0,1,0,48.0,1,1,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,46.72,3
1,0,0,0,2.0,1,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,106.72,4
0,0,0,0,70.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,91.71,1
0,0,0,0,1.0,1,1,2,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,98.88,2
1,0,1,0,5.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,19.880000000000003,1
0,0,0,0,54.0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,102.81,1
0,0,1,1,1.0,1,2,2,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,25.91,3
1,0,0,0,18.0,1,2,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,114.145,3
0,1,0,0,19.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.93,0
0,1,0,0,23.0,1,2,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,47.0,3
0,0,0,1,1.0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,23.18,2
0,0,0,0,15.0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,32.75,1
0,0,0,0,30.0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,46.06,2
1,0,1,1,46.0,1,2,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,47.75,2
0,1,0,0,19.0,1,1,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,34.69,4
1,1,0,0,45.0,1,1,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,41.39,5
0,0,0,0,32.0,1,2,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,19.72,3
0,0,1,0,4.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,26.46,1
1,0,1,0,21.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,44.71,1
0,0,0,1,15.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.16,1
1,0,0,0,4.0,1,2,2,1,0,0,1,0,0,2,1,0,0,0,1,0,1,0,48.66,3
0,1,0,0,3.0,1,1,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,21.31,3
0,0,0,0,13.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,55.04,1
0,0,0,0,40.0,1,2,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,43.86,2
1,0,1,0,41.0,1,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,25.11,2
1,0,1,1,6.0,1,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,28.16,1
1,0,0,1,35.0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,87.73,3
1,0,1,0,43.0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,45.38,3
1,0,0,1,6.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,109.18,1
0,0,1,0,32.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,38.16,1
0,0,1,1,19.0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36.2,3
0,0,0,0,17.0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,36.8,2
0,0,0,1,23.0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57.6,1
0,0,0,1,31.0,1,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,29.93,1
0,0,0,0,12.0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,28.69,2
1,0,0,1,36.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,26.62,0
1,0,0,0,44.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,23.96,3
0,0,0,0,40.0,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,88.28999999999999,3
1,0,0,0,20.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,40.98,1
1,0,0,0,18.0,1,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,19.82,2
1,0,0,1,37.0,1,2,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,49.4,2
1,0,0,0,23.0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,55.81999999999999,2
0,1,0,0,31.0,1,1,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,78.89,4
1,0,0,0,28.0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,111.18,1
1,0,1,0,44.0,1,1,2,1,1,0,1,0,0,2,1,1,0,0,1,0,0,0,46.77,4
0,0,0,1,12.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,43.18,1
1,0,0,0,12.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49.3,1
1,0,0,0,23.0,1,2,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,20.48,2
0,0,1,0,47.0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,29.01,2
1,0,0,0,10.0,1,2,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,74.8,3
1,0,1,1,31.0,1,2,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,80.07000000000001,2
1,0,1,0,13.0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,95.1,2
1,0,1,0,29.0,1,2,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,46.08,5
1,0,0,0,27.0,1,2,2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,43.8,2
0,0,0,1,4.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,114.145,1
1,0,1,0,41.0,1,2,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,40.97,2
1,1,0,1,8.0,1,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,107.47,2
0,0,1,1,23.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18.58,2
0,0,1,1,39.0,1,2,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,81.2,3
0,0,1,0,47.0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,20.37,2
1,0,1,0,14.0,1,2,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,75.21000000000001,2
0,0,0,0,39.0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,32.410000000000004,4
1,1,0,1,5.0,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,27.34,2
1,0,0,0,10.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,43.84,2
0,0,0,0,7.0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,24.83,1
1,1,0,1,24.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55.9,1
1,0,1,0,26.0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,52.43,2
1,1,1,1,32.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,79.3,1
0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43.99,0
1,0,1,0,9.0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36.29,0
1,0,0,0,42.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,38.15,1
1,0,0,0,47.0,1,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,34.93,3
1,0,1,1,16.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,83.47,2
1,1,1,0,35.0,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,42.56,3
0,0,1,0,14.0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,45.720000000000006,2
0,0,1,1,3.0,1,2,2,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,43.16,2
0,0,0,0,46.0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,47.5,1
0,1,0,0,21.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,53.79,1
0,0,1,0,15.0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,110.39,1
0,0,1,0,30.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,47.86,1
0,0,1,0,43.0,1,2,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,87.06,3
0,0,0,0,17.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,92.63,1
0,0,1,0,15.0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,18.36,0
1,0,1,1,10.0,1,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,47.2,2
0,0,1,0,43.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,48.92999999999999,1
1,0,0,0,4.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,75.93,1
0,0,1,0,16.0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,37.4,3
0,1,1,1,17.0,1,2,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,86.24,5
0,0,1,0,24.0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,28.58,2
0,0,1,0,20.0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,69.07000000000001,2
1,0,0,0,26.0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,49.71,4
1,0,1,0,27.0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66.56,2
1,0,1,0,23.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,31.25,1
0,0,0,0,7.0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43.54,2
1,1,1,1,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,39.05,1
0,0,0,0,12.0,1,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,68.71,2
1,0,0,0,30.0,1,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,34.480000000000004,3
1,0,0,0,5.0,1,1,2,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,97.76,3
0,0,0,0,6.0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,23.27,1
1,0,0,0,5.0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,46.03,2
1,0,1,1,15.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.97,1
1,0,0,1,10.0,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,31.75,4
1,1,1,0,18.0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,37.66,1
1,0,0,0,6.0,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,21.34,3
0,1,0,1,6.0,1,2,2,0,0,1,0,0,1,2,1,0,0,0,1,0,1,0,91.46999999999998,3
1,1,0,0,5.0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,20.52,1
1,0,0,0,67.0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,90.71,2
0,0,1,0,4.0,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,45.93,3
0,0,1,1,36.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,49.24,1
1,0,0,0,8.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45.63,1
1,0,0,0,22.0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,45.15,1
0,0,1,0,17.0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,38.04,0
1,0,0,0,32.0,1,1,2,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,36.83,4
1,0,0,1,32.0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,33.6,1
1,0,0,1,39.0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,47.91,2
1,1,0,0,36.0,1,2,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,57.43,3
0,0,1,0,35.0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,75.49000000000001,1
0,0,1,0,32.0,1,1,2,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,45.2,3
1,1,0,0,15.0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,42.25,1
1,0,0,0,24.0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,22.16,2
1,0,0,1,8.0,1,1,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,49.88,3
1,1,0,0,23.0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,96.32,2
1,0,1,0,24.0,1,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,49.15,2
0,0,0,1,61.0,1,2,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,48.27,4
1,0,1,0,16.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.51,1
1,0,1,0,15.0,1,2,2,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,32.76,4
0,0,0,1,41.0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.84,2
0,0,0,0,34.0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,36.91,3
0,0,0,1,35.0,1,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,26.67,5
1,0,0,0,4.0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,35.63,1
1,0,0,0,29.0,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,19.9,2
0,0,0,0,10.0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,61.65,2
0,0,0,0,42.0,1,2,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,32.010000000000005,2
0,0,1,0,6.0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,27.27,3
0,0,0,0,26.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33.1,1
1,0,0,0,8.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,32.98,2
0,0,1,0,41.0,1,2,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,91.38,2
1,0,0,0,7.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,57.43,2
0,0,0,0,33.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,38.3,1
0,1,0,1,36.0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,57.7,2
0,0,1,0,43.0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29.77,2
1,0,0,0,15.0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,24.0,4
0,0,1,0,4.0,1,2,2,0,0,1,0,1,1,2,1,0,0,1,0,0,1,0,61.14,4
0,1,0,0,40.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,97.42,1
0,1,0,0,39.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,40.9,1
1,1,0,1,2.0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,41.35,2
